,strain,serotype,serovar,isolation_source,country,state,collection_date,type_material,culture_collection,note,concat_pub
GCF_000229385.1,TCI-204,NA,NA,dental plaque,Brazil,NA,2009,NA,NA,NA," 1. Snesrud,E.C., Bretz,W.A., Ong,K., Liu,J., Sanka,R., Singh,I., Venepally,P. and Peterson,S.N.  Direct Submission. Submitted (26-SEP-2011) The J. Craig Venter Institute, 9704 Medical Center Dr., Rockville, MD 20850, USA. "
GCF_000229965.1,TCI-30,NA,NA,dental plaque,Brazil,NA,2009,NA,NA,NA," 1. Snesrud,E.C., Bretz,W.A., Ong,K., Liu,J., Sanka,R., Singh,I., Venepally,P. and Peterson,S.N.  Direct Submission. Submitted (26-SEP-2011) The J. Craig Venter Institute, 9704 Medical Center Dr., Rockville, MD 20850, USA. "
GCF_012641855.1,UAB-34,C,NA,plaque,USA,Alabama,2011-01,NA,NA,NA," 1. Momeni,S.S., Beno,S.M., Baker,J.L., Edlund,A., Ghazal,T., Childers,N.K. and Wu,H.  Caries-Associated Biosynthetic Gene Clusters in Streptococcus mutans. J Dent Res 99 (8), 969-976 (2020). 2. Momeni,S. and Childers,N.K.  Direct Submission. Submitted (13-DEC-2018) Pediatric Dentistry, University of Alabama at Birmingham, LHRB 238, 701 19th Street South, Birmingham, AL 35294-0007, USA. "
GCF_902365065.1,NA,NA,NA,human gut,NA,NA,NA,NA,NA,contig: AM44-1.Scaf1," 1.  EMBL-EBI Metagenomics Team Direct Submission. Submitted (06-AUG-2019) EMG, The European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, CB10 1SD, United Kingdom. "
GCF_020529685.1,KSM119,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_020531255.1,KSM9,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Matsuo,M., Hisatsune,J., Sugai,M. and Komatsuzawa,H.  Direct Submission. Submitted (08-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_000339255.1,11VS1,NA,NA,oral cavity,Brazil,NA,NA,NA,NA,NA," 1. Cornejo,O.E., Lefebure,T., Bitar,P.D., Lang,P., Richards,V.P., Eilertson,K., Do,T., Beighton,D., Zeng,L., Ahn,S.J., Burne,R.A., Siepel,A., Bustamante,C.D. and Stanhope,M.J.  Evolutionary and population genomics of the cavity causing bacteria Streptococcus mutans. Mol Biol Evol 30 (4), 881-893 (2013). 2. Lefebure,T., Suzuki,H., Pavinski Bitar,P.D., Burne,R.A. and Stanhope,M.J.  Direct Submission. Submitted (10-JUL-2010) Population Medicine and Diagnostic Sciences, Cornell University, Ithaca, NY 14853, USA. "
GCF_000522865.1,B16 P Sm1,NA,NA,oral cavity,USA,NA,2003,NA,NA,NA," 1. Argimon,S., Konganti,K., Chen,H., Alekseyenko,A.V., Brown,S. and Caufield,P.W.  Comparative genomics of oral isolates of Streptococcus mutans by in silico genome subtraction does not reveal accessory DNA associated with severe early childhood caries. Infect Genet Evol 21, 269-278 (2014). 2. Argimon,S., Brown,S. and Caufield,P.  Direct Submission. Submitted (22-AUG-2012) New York University College of Dentistry, 345 East 24th St, New York, NY 10010, USA. "
GCF_020530225.1,KSM94,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Matsuo,M., Hisatsune,J., Sugai,M. and Komatsuzawa,H.  Direct Submission. Submitted (08-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_000229065.1,TCI-153,NA,NA,dental plaque,Brazil,NA,2009,NA,NA,NA," 1. Snesrud,E.C., Bretz,W.A., Ong,K., Liu,J., Sanka,R., Singh,I., Venepally,P. and Peterson,S.N.  Direct Submission. Submitted (26-SEP-2011) The J. Craig Venter Institute, 9704 Medical Center Dr., Rockville, MD 20850, USA. "
GCF_020531565.1,KSM137,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_012641665.1,UAB-11,C,NA,plaque,USA,Alabama,2009-02-10,NA,NA,NA," 1. Momeni,S.S., Beno,S.M., Baker,J.L., Edlund,A., Ghazal,T., Childers,N.K. and Wu,H.  Caries-Associated Biosynthetic Gene Clusters in Streptococcus mutans. J Dent Res 99 (8), 969-976 (2020). 2. Momeni,S. and Childers,N.K.  Direct Submission. Submitted (13-DEC-2018) Pediatric Dentistry, University of Alabama at Birmingham, LHRB 238, 701 19th Street South, Birmingham, AL 35294-0007, USA. "
GCF_000340055.1,ST6,NA,NA,oral cavity,United Kingdom,NA,2006,NA,NA,NA," 1. Cornejo,O.E., Lefebure,T., Bitar,P.D., Lang,P., Richards,V.P., Eilertson,K., Do,T., Beighton,D., Zeng,L., Ahn,S.J., Burne,R.A., Siepel,A., Bustamante,C.D. and Stanhope,M.J.  Evolutionary and population genomics of the cavity causing bacteria Streptococcus mutans. Mol Biol Evol 30 (4), 881-893 (2013). 2. Lefebure,T., Suzuki,H., Pavinski Bitar,P.D., Burne,R.A. and Stanhope,M.J.  Direct Submission. Submitted (10-JUL-2010) Population Medicine and Diagnostic Sciences, Cornell University, Ithaca, NY 14853, USA. "
GCF_000522725.1,B102SM-B,NA,NA,oral cavity,USA,NA,2009,NA,NA,NA," 1. Argimon,S., Konganti,K., Chen,H., Alekseyenko,A.V., Brown,S. and Caufield,P.W.  Comparative genomics of oral isolates of Streptococcus mutans by in silico genome subtraction does not reveal accessory DNA associated with severe early childhood caries. Infect Genet Evol 21, 269-278 (2014). 2. Argimon,S., Brown,S. and Caufield,P.  Direct Submission. Submitted (22-AUG-2012) New York University College of Dentistry, 345 East 24th St, New York, NY 10010, USA. "
GCF_020529765.1,KSM172,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_020530365.1,KSM90,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_000230125.1,TCI-82,NA,NA,dental plaque,Brazil,NA,2009,NA,NA,NA," 1. Snesrud,E.C., Bretz,W.A., Ong,K., Liu,J., Sanka,R., Singh,I., Venepally,P. and Peterson,S.N.  Direct Submission. Submitted (26-SEP-2011) The J. Craig Venter Institute, 9704 Medical Center Dr., Rockville, MD 20850, USA. "
GCF_012641085.1,UA140,NA,NA,NA,USA,Alabama,1988,NA,NA,NA," 1. Momeni,S.S., Beno,S.M., Baker,J.L., Edlund,A., Ghazal,T., Childers,N.K. and Wu,H.  Caries-Associated Biosynthetic Gene Clusters in Streptococcus mutans. J Dent Res 99 (8), 969-976 (2020). 2. Momeni,S., Childer,N.K. and Wu,H.  Direct Submission. Submitted (14-OCT-2019) Pediatric Dentistry, University of Alabama at Birmingham, LHRB 238, 701 19th Street South, Birmingham, AL 35294-0007, USA. "
GCF_020530645.1,KSM129,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_032380025.1,09DC3,NA,NA,saliva,France,CHUBordeaux,2019-04-20/2021-04-06,NA,NA,NA," 1. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Diversity of Streptococcus mutans in Parkinsonians'. Unpublished. 2. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Direct Submission. Submitted (11-JUL-2022) Microbiologie, UR oenologie, 210 chemin de leysotte, Villenave d'Ornon 33140, France. "
GCF_032379685.1,17PM2,NA,NA,saliva,France,CHUBordeaux,2019-04-20/2021-04-06,NA,NA,NA," 1. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Diversity of Streptococcus mutans in Parkinsonians'. Unpublished. 2. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Direct Submission. Submitted (11-JUL-2022) Microbiologie, UR oenologie, 210 chemin de leysotte, Villenave d'Ornon 33140, France. "
GCF_032379735.1,17PMb4,NA,NA,saliva,France,CHUBordeaux,2019-04-20/2021-04-06,NA,NA,NA," 1. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Diversity of Streptococcus mutans in Parkinsonians'. Unpublished. 2. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Direct Submission. Submitted (11-JUL-2022) Microbiologie, UR oenologie, 210 chemin de leysotte, Villenave d'Ornon 33140, France. "
GCF_020530145.1,KSM58,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_020529785.1,KSM182,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_012641965.1,UAB-30,C,NA,saliva,USA,Alabama,2008-01-15,NA,NA,NA," 1. Momeni,S.S., Beno,S.M., Baker,J.L., Edlund,A., Ghazal,T., Childers,N.K. and Wu,H.  Caries-Associated Biosynthetic Gene Clusters in Streptococcus mutans. J Dent Res 99 (8), 969-976 (2020). 2. Momeni,S. and Childers,N.K.  Direct Submission. Submitted (13-DEC-2018) Pediatric Dentistry, University of Alabama at Birmingham, LHRB 238, 701 19th Street South, Birmingham, AL 35294-0007, USA. "
GCF_020531585.1,KSM135,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Matsuo,M., Hisatsune,J., Sugai,M. and Komatsuzawa,H.  Direct Submission. Submitted (08-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_032380235.1,07TF2,NA,NA,saliva,France,CHUBordeaux,2019-04-20/2021-04-06,NA,NA,NA," 1. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Diversity of Streptococcus mutans in Parkinsonians'. Unpublished. 2. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Direct Submission. Submitted (11-JUL-2022) Microbiologie, UR oenologie, 210 chemin de leysotte, Villenave d'Ornon 33140, France. "
GCF_014842815.3,27-3,NA,NA,oral cavity,USA,"OklahomaCity,OK",2016-10-10,NA,NA,NA," 1. Wen,Z.T., Jorgensen,A.N., Huang,X., Ellepola,K., Chapman,L., Wu,H. and Jeannine Brady,L.  Multiple factors are involved in regulation of extracellular membrane vesicle biogenesis in Streptococcus mutans. Mol Oral Microbiol 36 (1), 12-24 (2021). 2. Wen,Z.T. and Huang,X.  Direct Submission. Submitted (28-MAR-2021) Oral and Craniofacial Biology, LSU health Sciences Center, 1100 Florida ave, New Orleans, LA 70119, USA. 3. Wen,Z.T.  Direct Submission. Submitted (10-DEC-2020) Oral and Craniofacial Biology, LSU health Sciences Center, 1100 Florida Ave., New Orleans, LA 70119, USA. 4. Huang,X., Merritt,J. and Wen,Z.T.  Direct Submission. Submitted (28-SEP-2020) Oral and Craniofacial Biology, LSU health Sciences Center, 1100 Florida Ave, New Orleans, LA 70119, USA. "
GCF_012642275.1,UAB-7,C,NA,plaque,USA,Alabama,2010-04-13,NA,NA,NA," 1. Momeni,S.S., Beno,S.M., Baker,J.L., Edlund,A., Ghazal,T., Childers,N.K. and Wu,H.  Caries-Associated Biosynthetic Gene Clusters in Streptococcus mutans. J Dent Res 99 (8), 969-976 (2020). 2. Momeni,S. and Childers,N.K.  Direct Submission. Submitted (21-DEC-2018) Pediatric Dentistry, University of Alabama at Birmingham, LHRB 238, 701 19th Street South, Birmingham, AL 35294-0007, USA. "
GCF_000228965.1,TCI-146,NA,NA,dental plaque,Brazil,NA,2009,NA,NA,NA," 1. Snesrud,E.C., Bretz,W.A., Ong,K., Liu,J., Sanka,R., Singh,I., Venepally,P. and Peterson,S.N.  Direct Submission. Submitted (26-SEP-2011) The J. Craig Venter Institute, 9704 Medical Center Dr., Rockville, MD 20850, USA. "
GCF_020531325.1,KSM15,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Matsuo,M., Hisatsune,J., Sugai,M. and Komatsuzawa,H.  Direct Submission. Submitted (08-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_003691695.1,LAB761,NA,NA,Oral cavity,Canada,"FacultyofDentistry,UniversityofToronto,Toronto",2016,NA,NA,NA," 1. Levesque,C.M. and Barbour,A.  Complete Genome Sequencing of Streptococcus salivarius strain LAB761. Unpublished. 2. Levesque,C.M. and Barbour,A.  Direct Submission. Submitted (22-OCT-2018) Faculty of Dentistry, University of Toronto, 124 Edward St., Toronto M5G 1G6, Canada. "
GCF_000228885.1,TCI-125,NA,NA,dental plaque,Brazil,NA,2009,NA,NA,NA," 1. Snesrud,E.C., Bretz,W.A., Ong,K., Liu,J., Sanka,R., Singh,I., Venepally,P. and Peterson,S.N.  Direct Submission. Submitted (26-SEP-2011) The J. Craig Venter Institute, 9704 Medical Center Dr., Rockville, MD 20850, USA. "
GCF_027658645.1,AM109-45,NA,NA,fecal material [ENVO:00002003],China,Shenzhen,2014-02-01,NA,NA,NA," 1. Lin,X., Hu,T., Chen,J., Liang,H., Zhou,J., Wu,Z., Ye,C., Jin,X., Xu,X., Zhang,W., Jing,X., Yang,T., Wang,J., Yang,H., Kristiansen,K., Xiao,L. and Zou,Y.  The genomic landscape of reference genomes of cultivated human gut bacteria. Unpublished. 2. Zou,Y.  Direct Submission. Submitted (30-NOV-2022) BGI Reaserch, BGI-Shenzhen, Beishan Industrial Zone, Shenzhen 518083, China. "
GCF_032379455.1,20QP3,NA,NA,saliva,France,CHUBordeaux,2019-04-20/2021-04-06,NA,NA,NA," 1. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Diversity of Streptococcus mutans in Parkinsonians'. Unpublished. 2. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Direct Submission. Submitted (11-JUL-2022) Microbiologie, UR oenologie, 210 chemin de leysotte, Villenave d'Ornon 33140, France. "
GCF_000339195.1,2ST1,e,NA,oral cavity,Brazil,NA,NA,NA,NA,NA," 1. Cornejo,O.E., Lefebure,T., Bitar,P.D., Lang,P., Richards,V.P., Eilertson,K., Do,T., Beighton,D., Zeng,L., Ahn,S.J., Burne,R.A., Siepel,A., Bustamante,C.D. and Stanhope,M.J.  Evolutionary and population genomics of the cavity causing bacteria Streptococcus mutans. Mol Biol Evol 30 (4), 881-893 (2013). 2. Lefebure,T., Suzuki,H., Pavinski Bitar,P.D., Burne,R.A. and Stanhope,M.J.  Direct Submission. Submitted (15-JUL-2010) Population Medicine and Diagnostic Sciences, Cornell University, Ithaca, NY 14853, USA. "
GCF_015670285.1,D40t1_170626_E1,NA,NA,stool,USA,NA,2017-06-26,NA,NA,NA," 1. Aggarwala,V. and Faith,J.  Quantification of discrete gut bacterial strains following fecal transplantation for recurrent Clostridioides difficile infection demonstrates long-term stable engraftment in non-relapsing recipients. Unpublished. 2. Aggarwala,V. and Faith,J.  Direct Submission. Submitted (22-SEP-2020) Genetics and Genomic Sciences, Icahn School of Medicine at Mount Sinai, 1470 Madison Ave, New York, NY 10029, USA. "
GCF_012642085.1,UAB-24,K,NA,plaque,USA,Alabama,2007-06-11,NA,NA,NA," 1. Momeni,S.S., Beno,S.M., Baker,J.L., Edlund,A., Ghazal,T., Childers,N.K. and Wu,H.  Caries-Associated Biosynthetic Gene Clusters in Streptococcus mutans. J Dent Res 99 (8), 969-976 (2020). 2. Momeni,S. and Childers,N.K.  Direct Submission. Submitted (13-DEC-2018) Pediatric Dentistry, University of Alabama at Birmingham, LHRB 238, 701 19th Street South, Birmingham, AL 35294-0007, USA. "
GCF_000229925.1,TCI-294,NA,NA,dental plaque,Brazil,NA,2009,NA,NA,NA," 1. Snesrud,E.C., Bretz,W.A., Ong,K., Liu,J., Sanka,R., Singh,I., Venepally,P. and Peterson,S.N.  Direct Submission. Submitted (26-SEP-2011) The J. Craig Venter Institute, 9704 Medical Center Dr., Rockville, MD 20850, USA. "
GCF_000339555.1,B,NA,NA,oral cavity,Iceland,NA,1990,NA,NA,NA," 1. Cornejo,O.E., Lefebure,T., Bitar,P.D., Lang,P., Richards,V.P., Eilertson,K., Do,T., Beighton,D., Zeng,L., Ahn,S.J., Burne,R.A., Siepel,A., Bustamante,C.D. and Stanhope,M.J.  Evolutionary and population genomics of the cavity causing bacteria Streptococcus mutans. Mol Biol Evol 30 (4), 881-893 (2013). 2. Lefebure,T., Suzuki,H., Pavinski Bitar,P.D., Burne,R.A. and Stanhope,M.J.  Direct Submission. Submitted (09-JUL-2010) Population Medicine and Diagnostic Sciences, Cornell University, Ithaca, NY 14853, USA. "
GCF_020531635.1,KSM131,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_012642305.1,UAB-6,C,NA,plaque,USA,Alabama,2009-02-17,NA,NA,NA," 1. Momeni,S.S., Beno,S.M., Baker,J.L., Edlund,A., Ghazal,T., Childers,N.K. and Wu,H.  Caries-Associated Biosynthetic Gene Clusters in Streptococcus mutans. J Dent Res 99 (8), 969-976 (2020). 2. Momeni,S. and Childers,N.K.  Direct Submission. Submitted (21-DEC-2018) Pediatric Dentistry, University of Alabama at Birmingham, LHRB 238, 701 19th Street South, Birmingham, AL 35294-0007, USA. "
GCF_032379495.1,20QP2,NA,NA,saliva,France,CHUBordeaux,2019-04-20/2021-04-06,NA,NA,NA," 1. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Diversity of Streptococcus mutans in Parkinsonians'. Unpublished. 2. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Direct Submission. Submitted (11-JUL-2022) Microbiologie, UR oenologie, 210 chemin de leysotte, Villenave d'Ornon 33140, France. "
GCF_020529415.1,KSM99,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_026782725.1,B16012112,NA,NA,blood,Denmark,Roskilde,2016-01-01,NA,NA,NA," 1. Christensen,J., Jensen,C., Dargis,R., Nielsen,X., Pries- Heje,M., Wiingaard,C., Ihlemann,N., Gill,S., Bruun,N., Elming,H., Povlsen,J., Madsen,T., Jensen,K., Fuursted,K., Ostergaard,L., Christiansen,U., Rosenvinge,F., Helweg-Larsen,J., Fosbol,E., Kober,L., Torp-Pedersen,C., Tonder,N., Moser,C., Iversen,K. and Bundgaard,H.  Genomic identification of streptococcal strains and relation to clinical characteristics. A substudy to The Partial Oral Treatment of Endocarditis (POET) Trial. Med Res Arch 10 (9) (2022) In press. 2. Christensen,J.J.E., Jensen,C.S., Nielsen,X.C. and Dargis,R.  Direct Submission. Submitted (23-FEB-2022) Department of Clinical Microbiology, Region Zealand, Ingemannsvej 46, Slagelse 4200, Denmark. "
GCF_032380095.1,09DCb1,NA,NA,saliva,France,CHUBordeaux,2019-04-20/2021-04-06,NA,NA,NA," 1. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Diversity of Streptococcus mutans in Parkinsonians'. Unpublished. 2. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Direct Submission. Submitted (11-JUL-2022) Microbiologie, UR oenologie, 210 chemin de leysotte, Villenave d'Ornon 33140, France. "
